Found local copy...
Found local copy...
Found local copy...
These perturbations are not in the GO graph and their perturbation can thus not be predicted
['C7orf26+ctrl' 'C14orf178+ctrl' 'RPS10-NUDT3+ctrl' 'SEM1+ctrl' 'FAU+ctrl']
Local copy of pyg dataset is detected. Loading...
Done!
Local copy of split is detected. Loading...
Epoch 1 Step 1801 Train Loss: 0.5502
Epoch 1 Step 1851 Train Loss: 0.6511
Epoch 1 Step 1901 Train Loss: 0.6290
Epoch 1 Step 1951 Train Loss: 0.5659
Epoch 1 Step 2001 Train Loss: 0.6148
Epoch 1 Step 2051 Train Loss: 0.5745
Epoch 1 Step 2101 Train Loss: 0.5620
Epoch 1 Step 2151 Train Loss: 0.6153
Epoch 1 Step 2201 Train Loss: 0.6099
Epoch 1 Step 2251 Train Loss: 0.5684
Epoch 1 Step 2301 Train Loss: 0.5771
Epoch 1 Step 2351 Train Loss: 0.5284
Epoch 1 Step 2401 Train Loss: 0.6026
Epoch 1 Step 2451 Train Loss: 0.6101
Epoch 1 Step 2501 Train Loss: 0.6201
Epoch 1 Step 2551 Train Loss: 0.5400
Epoch 1 Step 2601 Train Loss: 0.5832
Epoch 1 Step 2651 Train Loss: 0.6196
Epoch 1 Step 2701 Train Loss: 0.5616
Epoch 1 Step 2751 Train Loss: 0.5595
Epoch 1 Step 2801 Train Loss: 0.5463
Epoch 1 Step 2851 Train Loss: 0.5935
Epoch 1 Step 2901 Train Loss: 0.5703
Epoch 1 Step 2951 Train Loss: 0.6296
Epoch 1 Step 3001 Train Loss: 0.5814
Epoch 1 Step 3051 Train Loss: 0.5224
Epoch 1 Step 3101 Train Loss: 0.5059
Epoch 1 Step 3151 Train Loss: 0.6130
Epoch 1 Step 3201 Train Loss: 0.5983
Epoch 1 Step 3251 Train Loss: 0.5945
Epoch 1 Step 3301 Train Loss: 0.5961
Epoch 1 Step 3351 Train Loss: 0.5356
Epoch 1 Step 3401 Train Loss: 0.6049
Epoch 1 Step 3451 Train Loss: 0.5074
Epoch 1 Step 3501 Train Loss: 0.6260
Epoch 1: Train Overall MSE: 0.0079 Validation Overall MSE: 0.0090. 
Train Top 20 DE MSE: 0.1054 Validation Top 20 DE MSE: 0.1461. 
Epoch 2 Step 1 Train Loss: 0.5780
Epoch 2 Step 51 Train Loss: 0.5149
Epoch 2 Step 101 Train Loss: 0.5569
Epoch 2 Step 151 Train Loss: 0.5575
Epoch 2 Step 201 Train Loss: 0.5278
Epoch 2 Step 251 Train Loss: 0.5736
Epoch 2 Step 301 Train Loss: 0.5732
Epoch 2 Step 351 Train Loss: 0.6781
Epoch 2 Step 401 Train Loss: 0.5628
Epoch 2 Step 451 Train Loss: 0.5383
Epoch 2 Step 501 Train Loss: 0.5884
Epoch 2 Step 551 Train Loss: 0.6112
Epoch 2 Step 601 Train Loss: 0.5592
Epoch 2 Step 651 Train Loss: 0.7104
Epoch 2 Step 701 Train Loss: 0.6760
Epoch 2 Step 751 Train Loss: 0.8370
Epoch 2 Step 801 Train Loss: 0.5399
Epoch 2 Step 851 Train Loss: 0.5819
Epoch 2 Step 901 Train Loss: 0.5114
Epoch 2 Step 951 Train Loss: 0.5933
Epoch 2 Step 1001 Train Loss: 0.5566
Epoch 2 Step 1051 Train Loss: 0.6003
Epoch 2 Step 1101 Train Loss: 0.6419
Epoch 2 Step 1151 Train Loss: 0.6199
Epoch 2 Step 1201 Train Loss: 0.6018
Epoch 2 Step 1251 Train Loss: 0.5609
Epoch 2 Step 1301 Train Loss: 0.5551
Epoch 2 Step 1351 Train Loss: 0.6275
Epoch 2 Step 1401 Train Loss: 0.5559
Epoch 2 Step 1451 Train Loss: 0.5734
Epoch 2 Step 1501 Train Loss: 0.5234
Epoch 2 Step 1551 Train Loss: 0.5715
Epoch 2 Step 1601 Train Loss: 0.6311
Epoch 2 Step 1651 Train Loss: 0.5305
Epoch 2 Step 1701 Train Loss: 0.5039
Epoch 2 Step 1751 Train Loss: 0.5542
Epoch 2 Step 1801 Train Loss: 0.5481
Epoch 2 Step 1851 Train Loss: 0.5457
Epoch 2 Step 1901 Train Loss: 0.6084
Epoch 2 Step 1951 Train Loss: 0.5748
Epoch 2 Step 2001 Train Loss: 0.6108
Epoch 2 Step 2051 Train Loss: 0.6186
Epoch 2 Step 2101 Train Loss: 0.5866
Epoch 2 Step 2151 Train Loss: 0.5662
Epoch 2 Step 2201 Train Loss: 0.5262
Epoch 2 Step 2251 Train Loss: 0.5825
Epoch 2 Step 2301 Train Loss: 0.5637
Epoch 2 Step 2351 Train Loss: 0.5009
Epoch 2 Step 2401 Train Loss: 0.6085
Epoch 2 Step 2451 Train Loss: 0.5686
Epoch 2 Step 2501 Train Loss: 0.5624
Epoch 2 Step 2551 Train Loss: 0.5679
Epoch 2 Step 2601 Train Loss: 0.5497
Epoch 2 Step 2651 Train Loss: 0.6392
Epoch 2 Step 2701 Train Loss: 0.6051
Epoch 2 Step 2751 Train Loss: 0.6121
Epoch 2 Step 2801 Train Loss: 0.5863
Epoch 2 Step 2851 Train Loss: 0.5647
Epoch 2 Step 2901 Train Loss: 0.6185
Epoch 2 Step 2951 Train Loss: 0.5078
Epoch 2 Step 3001 Train Loss: 0.6134
Epoch 2 Step 3051 Train Loss: 0.5926
Epoch 2 Step 3101 Train Loss: 0.5414
Epoch 2 Step 3151 Train Loss: 0.6147
Epoch 2 Step 3201 Train Loss: 0.6104
Epoch 2 Step 3251 Train Loss: 0.5824
Epoch 2 Step 3301 Train Loss: 0.5607
Epoch 2 Step 3351 Train Loss: 0.5219
Epoch 2 Step 3401 Train Loss: 0.6042
Epoch 2 Step 3451 Train Loss: 0.6112
Epoch 2 Step 3501 Train Loss: 0.5353
Epoch 2: Train Overall MSE: 0.0072 Validation Overall MSE: 0.0083. 
Train Top 20 DE MSE: 0.0891 Validation Top 20 DE MSE: 0.1445. 
Epoch 3 Step 1 Train Loss: 0.5497
Epoch 3 Step 51 Train Loss: 0.5916
Epoch 3 Step 101 Train Loss: 0.5337
Epoch 3 Step 151 Train Loss: 0.5842
Epoch 3 Step 201 Train Loss: 0.6296
Epoch 3 Step 251 Train Loss: 0.6276
Epoch 3 Step 301 Train Loss: 0.5951
Epoch 3 Step 351 Train Loss: 0.4976
Epoch 3 Step 401 Train Loss: 0.5152
Epoch 3 Step 451 Train Loss: 0.5575
Epoch 3 Step 501 Train Loss: 0.5121
Epoch 3 Step 551 Train Loss: 0.5642
Epoch 3 Step 601 Train Loss: 0.5706
Epoch 3 Step 651 Train Loss: 0.5463
Epoch 3 Step 701 Train Loss: 0.5450
Epoch 3 Step 751 Train Loss: 0.6154
Epoch 3 Step 801 Train Loss: 0.6528
Epoch 3 Step 851 Train Loss: 0.6539
Epoch 3 Step 901 Train Loss: 0.5984
Epoch 3 Step 951 Train Loss: 0.6335
Epoch 3 Step 1001 Train Loss: 0.5776
Epoch 3 Step 1051 Train Loss: 0.6426
Epoch 3 Step 1101 Train Loss: 0.6116
Epoch 3 Step 1151 Train Loss: 0.5969
Epoch 3 Step 1201 Train Loss: 0.6066
Epoch 3 Step 1251 Train Loss: 0.5658
Epoch 3 Step 1301 Train Loss: 0.5645
Epoch 3 Step 1351 Train Loss: 0.5663
Epoch 3 Step 1401 Train Loss: 0.5705
Epoch 3 Step 1451 Train Loss: 0.5454
Epoch 3 Step 1501 Train Loss: 0.5488
Epoch 3 Step 1551 Train Loss: 0.5328
Epoch 3 Step 1601 Train Loss: 0.5902
Epoch 3 Step 1651 Train Loss: 0.5609
Epoch 3 Step 1701 Train Loss: 0.6294
Epoch 3 Step 1751 Train Loss: 0.5332
Epoch 3 Step 1801 Train Loss: 0.6661
Epoch 3 Step 1851 Train Loss: 0.6331
Epoch 3 Step 1901 Train Loss: 0.5307
Epoch 3 Step 1951 Train Loss: 0.5867
Epoch 3 Step 2001 Train Loss: 0.5652
Epoch 3 Step 2051 Train Loss: 0.5529
Epoch 3 Step 2101 Train Loss: 0.6106
Epoch 3 Step 2151 Train Loss: 0.6046
Epoch 3 Step 2201 Train Loss: 0.5935
Epoch 3 Step 2251 Train Loss: 0.5473
Epoch 3 Step 2301 Train Loss: 0.6033
Epoch 3 Step 2351 Train Loss: 0.5346
Epoch 3 Step 2401 Train Loss: 0.5684
Epoch 3 Step 2451 Train Loss: 0.6377
Epoch 3 Step 2501 Train Loss: 0.5618
Epoch 3 Step 2551 Train Loss: 0.6204
Epoch 3 Step 2601 Train Loss: 0.6804
Epoch 3 Step 2651 Train Loss: 0.6410
Epoch 3 Step 2701 Train Loss: 0.5993
Epoch 3 Step 2751 Train Loss: 0.5459
Epoch 3 Step 2801 Train Loss: 0.5601
Epoch 3 Step 2851 Train Loss: 0.6033
Epoch 3 Step 2901 Train Loss: 0.5006
Epoch 3 Step 2951 Train Loss: 0.5622
Epoch 3 Step 3001 Train Loss: 0.5868
Epoch 3 Step 3051 Train Loss: 0.5584
Epoch 3 Step 3101 Train Loss: 0.6399
Epoch 3 Step 3151 Train Loss: 0.5244
Epoch 3 Step 3201 Train Loss: 0.5819
Epoch 3 Step 3251 Train Loss: 0.5623
Epoch 3 Step 3301 Train Loss: 0.4934
Epoch 3 Step 3351 Train Loss: 0.6105
Epoch 3 Step 3401 Train Loss: 0.6068
Epoch 3 Step 3451 Train Loss: 0.5700
Epoch 3 Step 3501 Train Loss: 0.5647
Epoch 3: Train Overall MSE: 0.0066 Validation Overall MSE: 0.0083. 
Train Top 20 DE MSE: 0.0771 Validation Top 20 DE MSE: 0.1410. 
Epoch 4 Step 1 Train Loss: 0.5733
Epoch 4 Step 51 Train Loss: 0.6593
Epoch 4 Step 101 Train Loss: 0.6300
Epoch 4 Step 151 Train Loss: 0.6295
Epoch 4 Step 201 Train Loss: 0.5640
Epoch 4 Step 251 Train Loss: 0.5720
Epoch 4 Step 301 Train Loss: 0.6099
Epoch 4 Step 351 Train Loss: 0.5490
Epoch 4 Step 401 Train Loss: 0.5213
Epoch 4 Step 451 Train Loss: 0.5674
Epoch 4 Step 501 Train Loss: 0.4987
Epoch 4 Step 551 Train Loss: 0.6057
Epoch 4 Step 601 Train Loss: 0.5753
Epoch 4 Step 651 Train Loss: 0.6439
Epoch 4 Step 701 Train Loss: 0.5844
Epoch 4 Step 751 Train Loss: 0.5938
Epoch 4 Step 801 Train Loss: 0.5948
Epoch 4 Step 851 Train Loss: 0.6049
Epoch 4 Step 901 Train Loss: 0.5475
Epoch 4 Step 951 Train Loss: 0.6188
Epoch 4 Step 1001 Train Loss: 0.6138
Epoch 4 Step 1051 Train Loss: 0.6243
Epoch 4 Step 1101 Train Loss: 0.5558
Epoch 4 Step 1151 Train Loss: 0.6922
Epoch 4 Step 1201 Train Loss: 0.5419
Epoch 4 Step 1251 Train Loss: 0.6528
Epoch 4 Step 1301 Train Loss: 0.5946
Epoch 4 Step 1351 Train Loss: 0.5969
Epoch 4 Step 1401 Train Loss: 0.5838
Epoch 4 Step 1451 Train Loss: 0.5593
Epoch 4 Step 1501 Train Loss: 0.5634
Epoch 4 Step 1551 Train Loss: 0.5216
Epoch 4 Step 1601 Train Loss: 0.6253
Epoch 4 Step 1651 Train Loss: 0.6314
Epoch 4 Step 1701 Train Loss: 0.5686
Epoch 4 Step 1751 Train Loss: 0.5821
Epoch 4 Step 1801 Train Loss: 0.6378
Epoch 4 Step 1851 Train Loss: 0.6216
Epoch 4 Step 1901 Train Loss: 0.5862
Epoch 4 Step 1951 Train Loss: 0.6264
Epoch 4 Step 2001 Train Loss: 0.6283
Epoch 4 Step 2051 Train Loss: 0.5356
Epoch 4 Step 2101 Train Loss: 0.5863
Epoch 4 Step 2151 Train Loss: 0.6691
Epoch 4 Step 2201 Train Loss: 0.5579
Epoch 4 Step 2251 Train Loss: 0.5752
Epoch 4 Step 2301 Train Loss: 0.6110
Epoch 4 Step 2351 Train Loss: 0.5353
Epoch 4 Step 2401 Train Loss: 0.5864
Epoch 4 Step 2451 Train Loss: 0.5734
Epoch 4 Step 2501 Train Loss: 0.5431
Epoch 4 Step 2551 Train Loss: 0.6252
Epoch 4 Step 2601 Train Loss: 0.5940
Epoch 4 Step 2651 Train Loss: 0.5406
Epoch 4 Step 2701 Train Loss: 0.5651
Epoch 4 Step 2751 Train Loss: 0.5011
Epoch 4 Step 2801 Train Loss: 0.5504
Epoch 4 Step 2851 Train Loss: 0.5182
Epoch 4 Step 2901 Train Loss: 0.6069
Epoch 4 Step 2951 Train Loss: 0.6067
Epoch 4 Step 3001 Train Loss: 0.5822
Epoch 4 Step 3051 Train Loss: 0.5758
Epoch 4 Step 3101 Train Loss: 0.5334
Epoch 4 Step 3151 Train Loss: 0.5440
Epoch 4 Step 3201 Train Loss: 0.5142
Epoch 4 Step 3251 Train Loss: 0.6141
Epoch 4 Step 3301 Train Loss: 0.6123
Epoch 4 Step 3351 Train Loss: 0.5674
Epoch 4 Step 3401 Train Loss: 0.5945
Epoch 4 Step 3451 Train Loss: 0.6229
Epoch 4 Step 3501 Train Loss: 0.6111
Epoch 4: Train Overall MSE: 0.0065 Validation Overall MSE: 0.0083. 
Train Top 20 DE MSE: 0.0722 Validation Top 20 DE MSE: 0.1403. 
Epoch 5 Step 1 Train Loss: 0.6296
Epoch 5 Step 51 Train Loss: 0.6624
Epoch 5 Step 101 Train Loss: 0.5380
Epoch 5 Step 151 Train Loss: 0.5459
Epoch 5 Step 201 Train Loss: 0.5819
Epoch 5 Step 251 Train Loss: 0.5937
Epoch 5 Step 301 Train Loss: 0.5896
Epoch 5 Step 351 Train Loss: 0.5381
Epoch 5 Step 401 Train Loss: 0.5628
Epoch 5 Step 451 Train Loss: 0.5326
Epoch 5 Step 501 Train Loss: 0.6187
Epoch 5 Step 551 Train Loss: 0.6558
Epoch 5 Step 601 Train Loss: 0.6194
Epoch 5 Step 651 Train Loss: 0.6707
Epoch 5 Step 701 Train Loss: 0.6587
Epoch 5 Step 751 Train Loss: 0.5419
Epoch 5 Step 801 Train Loss: 0.5247
Epoch 5 Step 851 Train Loss: 0.5850
Epoch 5 Step 901 Train Loss: 0.6059
Epoch 5 Step 951 Train Loss: 0.5330
Epoch 5 Step 1001 Train Loss: 0.5526
Epoch 5 Step 1051 Train Loss: 0.5817
Epoch 5 Step 1101 Train Loss: 0.5965
Epoch 5 Step 1151 Train Loss: 0.6016
Epoch 5 Step 1201 Train Loss: 0.6037
Epoch 5 Step 1251 Train Loss: 0.5435
Epoch 5 Step 1301 Train Loss: 0.5217
Epoch 5 Step 1351 Train Loss: 0.5059
Epoch 5 Step 1401 Train Loss: 0.5652
Epoch 5 Step 1451 Train Loss: 0.6009
Epoch 5 Step 1501 Train Loss: 0.5725
Epoch 5 Step 1551 Train Loss: 0.5423
Epoch 5 Step 1601 Train Loss: 0.5516
Epoch 5 Step 1651 Train Loss: 0.5268
Epoch 5 Step 1701 Train Loss: 0.5519
Epoch 5 Step 1751 Train Loss: 0.6056
Epoch 5 Step 1801 Train Loss: 0.6102
Epoch 5 Step 1851 Train Loss: 0.5787
Epoch 5 Step 1901 Train Loss: 0.5644
Epoch 5 Step 1951 Train Loss: 0.5390
Epoch 5 Step 2001 Train Loss: 0.5573
Epoch 5 Step 2051 Train Loss: 0.5432
Epoch 5 Step 2101 Train Loss: 0.5903
Epoch 5 Step 2151 Train Loss: 0.5874
Epoch 5 Step 2201 Train Loss: 0.6201
Epoch 5 Step 2251 Train Loss: 0.5857
Epoch 5 Step 2301 Train Loss: 0.5965
Epoch 5 Step 2351 Train Loss: 0.5736
Epoch 5 Step 2401 Train Loss: 0.5964
Epoch 5 Step 2451 Train Loss: 0.5516
Epoch 5 Step 2501 Train Loss: 0.5801
Epoch 5 Step 2551 Train Loss: 0.5942
Epoch 5 Step 2601 Train Loss: 0.5377
Epoch 5 Step 2651 Train Loss: 0.5917
Epoch 5 Step 2701 Train Loss: 0.6371
Epoch 5 Step 2751 Train Loss: 0.5990
Epoch 5 Step 2801 Train Loss: 0.6057
Epoch 5 Step 2851 Train Loss: 0.5992
Epoch 5 Step 2901 Train Loss: 0.5885
Epoch 5 Step 2951 Train Loss: 0.5680
Epoch 5 Step 3001 Train Loss: 0.5069
Epoch 5 Step 3051 Train Loss: 0.6108
Epoch 5 Step 3101 Train Loss: 0.6115
Epoch 5 Step 3151 Train Loss: 0.6381
Epoch 5 Step 3201 Train Loss: 0.6062
Epoch 5 Step 3251 Train Loss: 0.5787
Epoch 5 Step 3301 Train Loss: 0.5806
Epoch 5 Step 3351 Train Loss: 0.5181
Epoch 5 Step 3401 Train Loss: 0.5807
Epoch 5 Step 3451 Train Loss: 0.5404
Epoch 5 Step 3501 Train Loss: 0.6345
Epoch 5: Train Overall MSE: 0.0062 Validation Overall MSE: 0.0080. 
Train Top 20 DE MSE: 0.0703 Validation Top 20 DE MSE: 0.1410. 
Done!
Start Testing...
Best performing model: Test Top 20 DE MSE: 0.1226
